,07102005-3,07103001-6,07104002-K,07112001-5,07115001-1,07116001-7,07123001-5,07121006-5
1979-04-01,11.480548060961445,7.171333333333333,18.136666666666667,23.91333333333333,18.846666666666668,0.7857999999999999,39.63834362910082,27.811992893459752
1979-05-01,13.386567801349386,20.110322580645164,26.435483870967747,28.28064516129032,20.85806451612904,3.689032258064516,81.055259592502,74.32723419276175
1979-06-01,8.755295003623576,16.45,17.909999999999993,21.969999999999995,15.883333333333333,1.6056666666666668,156.67399772451398,63.93527246286341
1979-07-01,39.96887784644308,59.809677419354834,61.08387096774193,48.49354838709677,43.96451612903226,17.726774193548387,262.66451822923,328.35445019765666
1979-08-01,37.30449819497231,118.26129032258063,119.6,72.70645161290322,55.693548387096776,38.09354838709677,414.79779061034753,414.8411277367664
1979-09-01,26.414810025224483,33.30362749390727,91.09,54.86333333333332,39.16666666666667,23.696666666666676,318.7233459313098,97.03333333333332
1979-10-01,30.70835756714036,66.09677419354838,67.76129032258066,48.5290322580645,31.958064516129035,9.085333333333333,110.62402120361483,224.75223360673942
1979-11-01,49.92196409255602,76.07000000000001,89.32413793103447,71.57999999999998,38.32666666666667,7.595666666666667,117.42595270506433,185.04020047024102
1979-12-01,73.34133142511266,72.50322580645161,128.59677419354838,114.03225806451611,57.88,3.072294581089788,177.71063774073627,241.56230764299275
1980-01-01,59.52144967710525,35.358064516129026,91.28064516129034,94.09677419354838,41.53548387096775,2.476451612903225,58.255381163267245,23.620577659402766
1980-02-01,25.65281170670386,32.46551724137932,52.5,49.45172413793103,29.417241379310347,2.193571428571429,41.75863176954772,64.50172613136887
1980-03-01,19.775146774907892,30.929032258064517,29.84193548387096,29.883870967741927,23.08709677419355,0.7446239951503119,48.72033601543914,7.9645075713316125
1980-04-01,11.480548060961445,87.2,80.96,51.61333333333334,27.754166666666663,14.013448275862064,40.91686784862347,37.59735175405142
1980-05-01,13.386567801349386,123.37419354838708,127.3608695652174,72.90645161290325,46.35806451612903,3.1541612903225804,76.72440398979938,74.32723419276175
1980-06-01,32.37724005180554,42.88666666666667,115.30333333333334,61.99333333333333,52.96666666666668,28.97813776862882,152.3998028825366,176.41934065498992
1980-07-01,24.00791060133935,32.23548387096775,99.70645161290322,50.00645161290323,38.78709677419355,22.7058064516129,322.0211524776519,328.35445019765666
1980-08-01,22.05570061012358,19.429032258064517,58.26774193548387,31.874193548387098,27.441935483870967,14.186917880811972,133.08147942157953,262.38612162130806
1980-09-01,10.792780694733928,12.508333333333333,42.97666666666666,28.12,23.08,9.00310025421623,117.76666666666668,97.03333333333332
1980-10-01,19.981000985140664,16.019354838709674,55.53548387096774,39.78064516129032,26.12258064516129,5.863870967741934,77.1745130767856,286.218173004203
1980-11-01,25.691842063527037,19.0,75.61,65.49999999999999,32.65333333333333,3.611000000000001,121.87660756520292,170.57831772431757
1980-12-01,79.14598747719955,22.72258064516129,106.258064516129,100.31290322580644,42.56774193548387,2.835483870967741,175.29322323363564,236.4062128240684
1981-01-01,36.284729315103505,13.616129032258067,65.53225806451613,54.13870967741936,32.748387096774195,1.5145235410468476,57.71353036203354,23.620577659402766
1981-02-01,20.653273840364495,9.059285714285714,39.892857142857146,33.74642857142856,25.717857142857152,0.5492857142857143,45.879911759907465,34.50860464854423
1981-03-01,12.114970764798082,6.128709677419355,20.858064516129044,22.40967741935484,20.35161290322581,0.3345483870967741,40.62158162019999,24.628382550859065
1981-04-01,11.480548060961445,5.466,17.346666666666668,18.78666666666667,17.526666666666667,0.9213666666666668,40.983735697246935,32.769473646030654
1981-05-01,13.386567801349386,37.36935483870969,97.86416737506596,70.06896551724138,49.32580645161288,24.51548387096774,267.2947247917045,74.32723419276175
1981-06-01,25.346946393270933,25.56,69.11333333333336,42.97333333333333,30.883333333333333,18.70809523809524,203.32165166988335,128.11449686539183
1981-07-01,9.053970907941823,14.88064516129032,39.88064516129033,27.503225806451614,22.306451612903224,10.109655172413794,116.50029917044732,195.0086801299173
1981-08-01,16.08232347696635,17.16774193548386,43.03870967741935,30.69677419354839,23.29354838709677,12.61,165.52346252653115,367.0471398742209
1981-09-01,3.759300202301816,11.289666666666664,33.92666666666666,25.056666666666665,19.64,5.5793333333333335,80.67019927118865,97.03333333333332
1981-10-01,18.565695341732763,14.218387096774192,47.49354838709677,38.75806451612903,22.95806451612903,3.687419354838709,35.63652487001284,45.024670811377334
1981-11-01,38.47343784962356,18.98333333333333,68.50999999999999,67.78666666666666,32.02666666666667,2.370333333333334,100.61106639809792,144.37014346692393
1981-12-01,40.67997161338379,13.596774193548388,51.44516129032258,56.02580645161291,28.367741935483878,0.9610645161290322,90.59910466236643,148.62452157498782
1982-01-01,25.137238588607744,9.185483870967742,38.73225806451613,32.39032258064517,21.73870967741935,0.8299032258064515,57.18086971780154,23.620577659402766
1982-02-01,25.980891029172525,6.428214285714286,34.57857142857143,21.20714285714286,17.610714285714277,0.577642857142857,14.646788495055857,6.363854442018031
1982-03-01,18.528830413126666,5.95451612903226,25.156290322580645,16.732258064516135,15.622580645161293,0.7723225806451615,18.975159653422615,27.829567172229005
1982-04-01,7.200120868230372,4.189,11.960869565217392,13.320000000000002,13.36,1.0788000000000002,28.296230599633365,37.07057888823583
1982-05-01,16.84890704978185,9.992580645161294,23.325806451612905,20.974193548387092,15.816129032258065,7.318741935483872,117.78490869889734,74.32723419276175
1982-06-01,29.406991224491584,41.548333333333325,85.71538461538464,58.24999999999999,38.71666666666668,52.349,637.7882328572726,176.41934065498992
1982-07-01,32.1846651634404,50.61612903225805,44.55483870967742,69.06774193548387,49.95806451612903,47.71935483870966,593.0450143588331,328.35445019765666
1982-08-01,16.98483870967742,26.167741935483868,44.166351501668515,40.09032258064517,29.03870967741936,18.14903225806452,274.626233007685,367.8626505094196
1982-09-01,45.26801928681718,36.60333333333333,106.52666666666669,62.03999999999999,41.76,29.7,335.29520909861526,97.03333333333332
1982-10-01,59.02379310657894,27.122580645161293,98.68064516129031,59.98709677419356,38.42258064516129,21.73870967741935,128.07707122957805,231.8923471621885
1982-11-01,49.97980095960206,30.606666666666666,119.04666666666664,74.69565217391303,44.68999999999999,9.935333333333334,128.22417046358603,252.34231822201906
1982-12-01,46.08286985539489,37.803225806451614,181.40645161290325,144.1469228693333,63.46451612903226,6.789032258064515,185.73383224372583,241.56230764299275
1983-01-01,91.78579946096802,31.39354838709678,143.16129032258064,143.103810275467,66.3741935483871,3.811290322580645,57.948865579201666,23.620577659402766
1983-02-01,51.62517012647993,17.29642857142857,86.53571428571429,74.9632789502295,54.278571428571446,2.0725,117.6097540452114,64.50172613136887
1983-03-01,28.885528049776553,8.790967741935484,52.49032258064517,40.49969361399215,36.59677419354839,1.1483870967741934,86.25779277667692,36.2846202931331
1983-04-01,15.549496552395512,4.591666666666668,30.756666666666675,28.709999999999997,25.929629629629627,1.0205333333333333,66.73125333609168,32.24074493304258
1983-05-01,13.756263275950296,5.429032258064519,20.8,22.34516129032258,19.65,2.0183870967741933,47.07379407711728,74.32723419276175
1983-06-01,6.446828110184672,11.053666666666665,23.68,23.11666666666667,19.783333333333328,6.354333333333333,84.44876339871217,131.19253063150433
1983-07-01,14.182245752250632,16.525161290322583,35.56451612903225,27.490322580645163,20.758064516129032,13.455161290322575,284.77671896067136,251.56245269761237
1983-08-01,16.865167897932714,15.513870967741934,38.29354838709677,29.700000000000003,18.004347826086956,10.249354838709678,128.02348199999093,414.8411277367664
1983-09-01,20.726755638435822,15.056666666666665,39.58666666666667,28.133333333333333,20.7875,8.357666666666667,171.8837303439705,97.03333333333332
1983-10-01,42.33086459427597,20.95161290322581,64.76129032258066,51.2967741935484,29.0,6.814193548387097,95.6794936123974,31.538863382236883
1983-11-01,62.08009115382577,26.86666666666667,93.18,92.18333333333334,45.27,4.422333333333333,137.55644947196785,277.79536127834905
1983-12-01,37.780076060977805,19.2483870967742,73.68709677419355,78.81612903225808,41.90645161290324,2.1803225806451603,177.94458531599255,238.68781681016964
1984-01-01,31.094463549776687,10.923870967741935,46.54838709677419,39.76129032258064,28.4741935483871,1.2636774193548397,57.395594714961334,23.620577659402766
1984-02-01,26.843001195778303,6.977931034482759,38.60689655172413,24.68275862068966,20.796551724137927,0.5452413793103448,20.397522760330517,36.16010519970543
1984-03-01,20.01436518441011,4.81,25.190000000000005,17.80645161290322,15.570967741935483,0.5166451612903226,24.529848251501736,7.571936105424303
1984-04-01,14.58166650366385,3.777,14.670000000000003,13.346666666666664,13.033333333333337,0.7595666666666666,33.3924856603079,26.02252045055589
1984-05-01,8.904445587487482,5.866774193548388,18.64516129032258,16.30967741935484,14.396774193548383,3.4293225806451613,102.63661968581144,74.32723419276175
1984-06-01,3.9172089864185544,10.122000000000002,26.17000000000001,19.74,15.419999999999998,6.727000000000002,154.21960576507317,162.58020008932348
1984-07-01,25.426945097106376,36.30645161290322,73.55483870967741,43.18709677419354,31.22258064516129,35.44516129032258,460.55908345682263,328.35445019765666
1984-08-01,12.661537684101816,17.538709677419355,39.5258064516129,26.58387096774193,18.10967741935484,11.057419354838707,139.35485119536807,299.78253906968564
1984-09-01,28.991610401690355,24.816666666666663,60.37666666666668,40.066666666666656,25.993333333333336,14.68,186.48783525362194,97.03333333333332
1984-10-01,47.874192696840105,38.5,112.86774193548386,73.59032258064516,44.44193548387096,16.848387096774193,172.32796412118205,235.0611896700358
1984-11-01,60.05923468535725,35.20333333333333,118.1,86.37333333333332,48.53333333333334,5.024228893731869,124.8585654204888,333.1717727185308
1984-12-01,82.93860185521405,39.81290322580645,154.03225806451613,135.51612903225808,65.64193548387095,2.9312197003621554,188.28766817435766,241.56230764299275
1985-01-01,65.99556171273883,26.619354838709683,107.85483870967742,113.17096774193548,51.11290322580645,3.156451612903226,57.97476977606692,23.620577659402766
1985-02-01,36.13333333333333,15.296428571428573,57.85357142857144,58.79642857142856,38.70357142857144,1.5261071428571429,78.82326059769434,64.50172613136887
1985-03-01,32.79677419354839,10.105483870967744,48.16129032258065,35.2483870967742,27.958064516129028,1.146032258064516,70.4918807792923,15.20309826369246
1985-04-01,19.10666666666667,6.841333333333332,28.709999999999997,25.77,22.25333333333333,1.709666666666667,67.76833459161875,63.98302259806583
1985-05-01,16.477419354838712,10.038387096774194,33.167741935483875,34.42903225806452,26.348387096774196,7.361612903225805,112.79372201888438,74.32723419276175
1985-06-01,14.496666666666666,10.038000000000002,28.563333333333333,29.363333333333323,20.74,5.733333333333333,206.82636731548575,168.91598231391427
1985-07-01,18.36129032258064,19.674838709677424,46.45161290322582,41.13870967741935,28.035483870967745,12.020645161290329,232.59533292549654,300.3523129926765
1985-08-01,12.388888888888893,8.897096774193553,24.119354838709675,22.496774193548383,17.835483870967746,4.03258064516129,67.08404862500947,414.8411277367664
1985-09-01,13.323333333333332,8.290666666666668,23.02666666666666,24.673333333333336,17.759999999999998,3.038666666666667,80.44766230469821,97.03333333333332
1985-10-01,26.058064516129036,15.946774193548386,49.622580645161285,48.44516129032258,28.60645161290323,6.65,80.32023051989884,217.97225839891323
1985-11-01,42.28333333333334,17.366666666666664,66.1,78.70000000000002,37.81,3.603333333333333,136.7267628108139,192.89449259463436
1985-12-01,34.626086956521746,12.451612903225806,46.20967741935485,57.13870967741935,31.329032258064515,1.684193548387097,122.82571944484263,148.35355840771223
1986-01-01,17.673117922601662,8.554516129032258,34.254838709677415,29.641935483870967,20.96451612903226,1.1261935483870966,57.478251136291874,23.620577659402766
1986-02-01,21.903571428571432,6.747857142857143,28.91785714285715,23.910714285714285,16.785714285714285,0.2735714285714285,2.602357113377023,29.091551068377925
1986-03-01,19.5258064516129,5.257419354838708,25.10967741935484,18.05806451612903,13.438709677419352,0.3896129032258065,24.586855211608864,23.241957910010253
1986-04-01,18.444675634871473,13.248666666666669,27.63,25.08333333333333,18.19333333333333,3.2743666666666664,85.59390708460639,79.47011650876576
1986-05-01,27.5,24.140967741935487,56.86129032258064,21.087096774193547,33.36061166233239,11.452258064516128,175.68972450027434,74.32723419276175
1986-06-01,16.849999999999998,57.986666666666665,32.276666666666664,25.64666666666667,19.656666666666666,53.51,768.2344610346815,118.41
1986-07-01,16.429937562831118,19.948387096774194,61.96129032258064,40.627784868252,22.005011520737327,7.591935483870968,151.6633045371653,206.32989734339736
1986-08-01,28.890085617372957,26.3967741935484,83.47096774193548,44.563049849347664,22.622580645161293,19.908064516129038,241.32362560565826,262.38612162130806
1986-09-01,15.879137917605993,17.930000000000003,45.49999999999999,33.03705383722354,19.024088146771852,7.102333333333332,112.4957074244339,97.03333333333332
1986-10-01,31.605240678741755,24.42258064516129,83.77741935483871,81.57682926187732,44.969522519438165,6.159354838709677,147.25436022025627,202.00676701812765
1986-11-01,51.99,21.84,84.53333333333333,76.69782608695652,37.92142857142857,5.825333333333334,122.68163711593479,194.1635471124336
1986-12-01,46.08286985539489,28.993548387096777,111.7967741935484,99.36973000386128,47.37420552091438,4.236774193548388,111.52258064516128,148.62452157498782
1987-01-01,29.95225364507946,18.31935483870968,41.72419354838709,38.40483870967742,23.45806451612903,1.299451612903226,57.28823221638144,23.620577659402766
1987-02-01,40.625434061231246,10.022499999999996,52.13928571428571,35.226737024066885,28.742277110803343,0.6544642857142857,63.60357142857142,20.87099671789756
1987-03-01,18.778882264225878,7.364516129032259,44.12580645161291,25.016129032258064,22.42258064516129,0.651225806451613,53.63870967741936,32.43528853646574
1987-04-01,10.028275254554545,6.852333333333333,13.772,17.37333333333333,16.916666666666664,0.9131,57.22333333333333,38.51470876027602
1987-05-01,16.44300463710167,8.247741935483871,41.74761904761905,17.07096774193548,15.396774193548383,2.371161290322581,69.58709677419354,74.32723419276175
1987-06-01,16.849999999999998,15.667333333333335,32.276666666666664,24.87333333333333,18.76,4.688,94.15333333333336,94.90008773067166
1987-07-01,32.23672826232081,49.47806451612904,44.55483870967742,66.11290322580645,48.20322580645163,8.592887096774191,920.0677419354838,202.26857106869568
1987-08-01,26.05171797994641,37.13870967741936,91.12258064516128,47.24516129032257,36.92903225806452,21.92365826693585,517.7586206896551,414.8411277367664
1987-09-01,24.468407014928165,23.83333333333333,58.06333333333335,37.17,29.96666666666666,11.195333333333334,200.42857142857144,97.03333333333332
1987-10-01,37.880340037477836,34.91290322580645,98.46129032258064,72.11612903225807,47.94516129032258,15.380000000000004,134.50228848591246,223.06505171541212
1987-11-01,73.1004398106872,34.31666666666667,129.27666666666667,110.72666666666667,58.18999999999999,5.440666666666668,245.83333333333331,380.76911034927247
1987-12-01,75.72088321385748,26.729032258064517,109.1483870967742,108.91612903225808,55.580645161290334,2.4183870967741936,218.83870967741936,241.56230764299275
1988-01-01,48.063027286509765,17.851612903225806,69.10967741935484,69.30645161290323,42.53548387096775,1.3799999999999997,119.25806451612908,23.826249190483175
1988-02-01,44.81752574594144,11.561034482758624,50.85172413793104,44.58513561048059,28.02413793103448,0.9247241379310344,62.83103448275862,32.23220310614324
1988-03-01,26.891095442378795,5.955333333333334,34.4,23.51290322580645,19.45806451612903,0.6642580645161292,61.35483870967741,48.04484117569885
1988-04-01,12.809855497142056,6.267,23.820000000000004,17.59333333333333,15.753333333333334,0.4399999999999999,48.02000000000001,20.52758407776294
1988-05-01,3.7061105557523684,6.593870967741936,14.961290322580645,15.8741935483871,15.229032258064514,0.8470645161290323,47.58064516129031,74.32723419276175
1988-06-01,13.123306056633037,9.453333333333331,17.979666666666667,17.139999999999997,16.31,2.8625,68.83666666666667,90.50920554146806
1988-07-01,11.967305869636128,11.127096774193548,26.64516129032258,21.483870967741936,18.51935483870968,4.985806451612903,120.8516129032258,70.26441192956375
1988-08-01,20.89949394382935,19.3941935483871,47.53548387096775,30.8741935483871,24.09677419354839,12.42,200.74193548387095,412.555177716542
1988-09-01,7.667000190591358,12.843333333333332,36.053333333333335,25.17,20.13333333333333,5.949333333333333,98.01,97.03333333333332
1988-10-01,23.428735531465243,16.693548387096776,51.5516129032258,43.30967741935484,27.43870967741936,5.1245161290322585,75.99677419354839,110.10473951597358
1988-11-01,64.78571173304167,21.43666666666667,74.58666666666664,88.17666666666666,43.11,3.798000000000001,136.77,314.3576247588266
1988-12-01,41.06833211245754,14.822580645161288,50.81290322580645,60.33870967741935,38.67096774193547,1.804516129032258,135.51472185494052,162.23555271507556
1989-01-01,24.77919300666221,8.779677419354838,37.8,28.26129032258064,18.34698771373147,0.6841935483870968,19.697666666666677,22.63409993344976
1989-02-01,18.51308143451743,7.184642857142856,31.003571428571423,20.746428571428574,15.517857142857142,0.4120714285714286,9.68214285714286,17.26328633829834
1989-03-01,10.266720624087721,5.840967741935484,17.66774193548387,14.31113465767002,12.912903225806453,0.4843548387096775,14.861290322580649,32.05448286239479
1989-04-01,7.700949654787074,4.417000000000001,12.246666666666668,11.40333333333333,11.326666666666666,0.6506333333333335,20.086666666666662,24.098585733097824
1989-05-01,8.46979262846588,4.46741935483871,14.693548387096774,10.849032258064518,10.856451612903228,1.1833870967741933,37.964516129032255,52.46598992971212
1989-06-01,0.36790734661519053,4.777,14.686666666666666,11.172666666666666,11.139999999999995,1.4236000000000002,56.5,82.98026505926786
1989-07-01,10.964164073491421,5.99,16.651612903225804,13.051612903225807,11.945161290322584,3.664838709677418,60.254838709677415,27.543249196407764
1989-08-01,22.57938822214616,27.26967741935484,64.61612903225806,32.54193548387097,24.248387096774195,16.33645161290323,80.10096774193549,74.91137485935207
1989-09-01,19.057652910537552,19.51333333333333,44.44000000000001,29.909999999999997,22.320000000000007,8.393666666666666,23.518000000000004,97.03333333333332
1989-10-01,16.266408990927438,19.46451612903226,59.04838709677419,48.17096774193549,29.422580645161293,5.066451612903227,92.45483870967742,89.52953526919683
1989-11-01,69.77455334509182,22.116666666666664,81.63333333333334,82.86666666666666,43.66666666666667,2.778,142.0,172.9467235613049
1989-12-01,25.11405159905462,13.38387096774194,48.3258064516129,47.16129032258066,30.474193548387102,1.3950000000000002,72.50645161290323,101.18495840509551
1990-01-01,18.564558390247072,8.461290322580645,31.622580645161285,24.80322580645161,19.369649916596234,0.4147419354838711,12.597419354838708,21.926483922834468
1990-02-01,19.97536539457157,6.7678571428571415,25.157142857142865,19.65,14.867857142857144,0.3339642857142856,9.004285714285713,26.19092400491874
1990-03-01,7.243790029346195,5.766129032258066,15.803225806451614,11.253123011703643,12.77741935483871,0.5626774193548386,28.506451612903223,10.22681252696489
1990-04-01,8.60047441792208,7.76,19.363333333333337,21.87666666666667,17.439999999999998,1.3619310344827589,88.73666666666666,47.131920858330616
1990-05-01,8.828926510932543,8.273225806451613,20.70645161290323,21.200000000000003,16.029032258064515,2.5478928571428567,106.0967741935484,74.32723419276175
1990-06-01,13.09432500292901,6.799333333333333,16.826666666666664,15.026666666666666,13.62,1.7226666666666666,84.53,90.1365322036965
1990-07-01,7.12716729124572,8.457419354838708,21.348387096774196,15.738709677419354,14.206451612903226,2.5715161290322577,103.52258064516128,6.955014269543227
1990-08-01,9.179536150479041,11.619032258064513,28.7,21.05161290322581,16.53225806451613,4.025483870967742,106.5903225806452,140.88865606682972
1990-09-01,36.472142238287894,20.426666666666662,58.06666666666667,34.1,24.30666666666667,8.987333333333334,181.9333333333333,97.03333333333332
1990-10-01,26.68642607613441,15.93870967741936,58.3967741935484,40.0,24.319354838709675,3.966774193548387,121.55806451612904,165.61764130317368
1990-11-01,27.508615037147088,17.576666666666668,62.95,57.90999999999999,29.61,2.4490000000000003,115.57666666666668,118.86523664995195
1990-12-01,43.57767514373474,15.52258064516129,47.71290322580644,49.6741935483871,26.20000000000001,0.8608387096774193,59.05806451612904,88.24769444230571
1991-01-01,22.767741935483876,10.012903225806452,36.40645161290322,29.133333333333333,18.72692307692308,0.3636451612903226,17.217096774193553,22.388405235574155
1991-02-01,19.10357142857143,6.325357142857143,29.36785714285715,27.030064289280237,14.6,0.2603571428571428,9.314642857142855,8.436134200864538
1991-03-01,7.990415867815061,5.112903225806452,17.000000000000004,15.254838709677417,12.506451612903229,0.3651612903225806,15.763870967741932,62.90656482646196
1991-04-01,15.567407118822489,9.337000000000002,26.323333333333327,18.14,14.276666666666667,1.9891379310344828,50.83666666666666,73.97779456207451
1991-05-01,38.76990612107927,35.02322580645161,106.29032258064515,69.93548387096774,60.854838709677416,23.34367741935484,283.51290322580644,74.32723419276175
1991-06-01,28.086109176628018,31.960000000000004,93.18,53.45666666666666,36.47333333333333,25.40599388026896,395.03333333333336,176.41934065498992
1991-07-01,24.523891423623617,33.119354838709675,95.8483870967742,46.24666666666667,33.774193548387096,20.78548387096774,364.3103448275862,328.35445019765666
1991-08-01,20.37980179106828,16.338709677419356,46.20645161290323,27.032258064516128,19.85483870967742,7.032258064516129,132.27586206896552,330.21871447292216
1991-09-01,28.306666666666672,22.89999999999999,55.586666666666666,41.65666666666666,24.876666666666665,8.535333333333336,146.9,97.03333333333332
1991-10-01,30.96428571428572,25.01935483870968,57.39032258064516,49.96774193548387,26.83225806451613,8.396129032258065,119.30967741935486,217.83424983341092
1991-11-01,58.642843898807804,22.49333333333333,95.42333333333336,82.73666666666668,39.38999999999999,4.457000000000002,150.76666666666668,219.87301665753668
1991-12-01,53.873643545963304,21.48064516129032,74.12903225806453,77.73548387096773,41.51935483870967,3.040645161290323,158.1903225806452,214.1255144608872
1992-01-01,29.80438363751047,16.719354838709677,53.864516129032246,68.9760063557,34.98064516129032,1.3623199999999998,86.61612903225806,23.826249190483175
1992-02-01,32.024137931034474,8.62586206896552,43.56896551724138,29.019230769230766,24.651724137931037,0.661,45.59655172413791,15.680322335553445
1992-03-01,20.312,6.000322580645159,29.59354838709678,19.87741935483871,19.65806451612903,0.622032258064516,43.79032258064516,46.713746596094964
1992-04-01,11.754583333333333,7.104666666666666,20.566666666666663,19.555172413793105,18.096666666666668,2.0982000000000003,54.63,75.05484888075252
1992-05-01,24.88148148148148,38.03193548387096,93.9935483870968,63.71612903225808,37.73666666666667,26.37161290322581,267.2947247917045,74.32723419276175
1992-06-01,30.766374818126764,34.49000000000001,111.14666666666666,58.8909090909091,38.71333333333333,35.06333333333334,524.8333333333334,176.41934065498992
1992-07-01,15.101004919739777,21.95161290322581,79.28709677419356,40.20715013109729,28.314814814814813,15.156451612903227,208.8709677419355,328.35445019765666
1992-08-01,14.75161290322581,15.758064516129028,39.01612903225807,21.145161290322587,22.622580645161293,7.586129032258064,133.88709677419354,219.08005777560658
1992-09-01,32.55184282623116,22.9,63.85999999999999,36.34,29.105018142934394,13.66933333333333,187.6,97.03333333333332
1992-10-01,56.29677419354839,26.080645161290324,89.73548387096774,60.48064516129033,37.15483870967742,10.53967741935484,144.93548387096774,291.46665237701006
